"Registry name","Map color (hex)","Map color (int)"
"minecraft:brown_mushroom_block","#976D4D","9923917"
"minecraft:brown_shulker_box","#664C33","6704179"
"minecraft:brown_stained_glass","#664C33","6704179"
"minecraft:brown_stained_glass_pane","#000000","0"
"minecraft:brown_terracotta","#4C3223","4993571"
"minecraft:brown_wall_banner","#8F7748","9402184"
"minecraft:brown_wool","#664C33","6704179"
"minecraft:bubble_column","#4040FF","4210943"
"minecraft:bubble_coral","#7F3FB2","8339378"
"minecraft:bubble_coral_block","#7F3FB2","8339378"
"minecraft:bubble_coral_fan","#7F3FB2","8339378"
"minecraft:bubble_coral_wall_fan","#7F3FB2","8339378"
"minecraft:budding_amethyst","#7F3FB2","8339378"
"minecraft:cactus","#007C00","31744"
"minecraft:cake","#000000","0"
"minecraft:calcite","#D1B1A1","13742497"
"minecraft:campfire","#815631","8476209"
"minecraft:candle","#F7E9A3","16247203"
"minecraft:candle_cake","#000000","0"
"minecraft:carrots","#007C00","31744"
"minecraft:cartography_table","#8F7748","9402184"
"minecraft:carved_pumpkin","#D87F33","14188339"
"minecraft:cauldron","#707070","7368816"
"minecraft:cave_air","#000000","0"
"minecraft:cave_vines","#007C00","31744"
"minecraft:cave_vines_plant","#007C00","31744"
"minecraft:chain","#000000","0"
"minecraft:chain_command_block","#667F33","6717235"
"minecraft:chest","#8F7748","9402184"
"minecraft:chipped_anvil","#A7A7A7","10987431"
"minecraft:chiseled_deepslate","#646464","6579300"
"minecraft:chiseled_nether_bricks","#700200","7340544"
"minecraft:chiseled_polished_blackstone","#191919","1644825"
"minecraft:chiseled_quartz_block","#FFFCF5","16776437"
"minecraft:chiseled_red_sandstone","#D87F33","14188339"
"minecraft:chiseled_sandstone","#F7E9A3","16247203"
"minecraft:chiseled_stone_bricks","#707070","7368816"
"minecraft:chorus_flower","#7F3FB2","8339378"
"minecraft:chorus_plant","#7F3FB2","8339378"
"minecraft:clay","#A4A8B8","10791096"
"minecraft:coal_block","#191919","1644825"
"minecraft:coal_ore","#707070","7368816"
"minecraft:coarse_dirt","#976D4D","9923917"
"minecraft:cobbled_deepslate","#646464","6579300"
"minecraft:cobbled_deepslate_slab","#646464","6579300"
"minecraft:cobbled_deepslate_stairs","#646464","6579300"
"minecraft:cobbled_deepslate_wall","#646464","6579300"
"minecraft:cobblestone","#707070","7368816"
"minecraft:cobblestone_slab","#707070","7368816"
"minecraft:cobblestone_stairs","#707070","7368816"
"minecraft:cobblestone_wall","#707070","7368816"
"minecraft:cobweb","#C7C7C7","13092807"
"minecraft:cocoa","#007C00","31744"
"minecraft:command_block","#664C33","6704179"
"minecraft:comparator","#000000","0"
"minecraft:composter","#8F7748","9402184"
"minecraft:conduit","#5CDBD5","6085589"
"minecraft:copper_block","#D87F33","14188339"
"minecraft:copper_ore","#707070","7368816"
"minecraft:cornflower","#007C00","31744"
"minecraft:cracked_deepslate_bricks","#646464","6579300"
"minecraft:cracked_deepslate_tiles","#646464","6579300"
"minecraft:cracked_nether_bricks","#700200","7340544"
"minecraft:cracked_polished_blackstone_bricks","#191919","1644825"
"minecraft:cracked_stone_bricks","#707070","7368816"
"minecraft:crafting_table","#8F7748","9402184"
"minecraft:creeper_head","#000000","0"
"minecraft:creeper_wall_head","#000000","0"
"minecraft:crimson_button","#000000","0"
"minecraft:crimson_door","#943F61","9715553"
"minecraft:crimson_fence","#943F61","9715553"
"minecraft:crimson_fence_gate","#943F61","9715553"
"minecraft:crimson_fungus","#700200","7340544"
"minecraft:crimson_hyphae","#5C191D","6035741"
"minecraft:crimson_nylium","#BD3031","12398641"
"minecraft:crimson_planks","#943F61","9715553"
"minecraft:crimson_pressure_plate","#943F61","9715553"
"minecraft:crimson_roots","#700200","7340544"
"minecraft:crimson_sign","#943F61","9715553"
"minecraft:crimson_slab","#943F61","9715553"
"minecraft:crimson_stairs","#943F61","9715553"
"minecraft:crimson_stem","#943F61","9715553"
"minecraft:crimson_trapdoor","#943F61","9715553"
"minecraft:crimson_wall_sign","#943F61","9715553"
"minecraft:crying_obsidian","#191919","1644825"
"minecraft:cut_copper","#D87F33","14188339"
"minecraft:cut_copper_slab","#D87F33","14188339"
"minecraft:cut_copper_stairs","#D87F33","14188339"
"minecraft:cut_red_sandstone","#D87F33","14188339"
"minecraft:cut_red_sandstone_slab","#D87F33","14188339"
"minecraft:cut_sandstone","#F7E9A3","16247203"
"minecraft:cut_sandstone_slab","#F7E9A3","16247203"
"minecraft:cyan_banner","#8F7748","9402184"
"minecraft:cyan_bed","#4C7F99","5013401"
"minecraft:cyan_candle","#4C7F99","5013401"
"minecraft:cyan_candle_cake","#000000","0"
"minecraft:cyan_carpet","#4C7F99","5013401"
"minecraft:cyan_concrete","#4C7F99","5013401"
"minecraft:cyan_concrete_powder","#4C7F99","5013401"
"minecraft:cyan_glazed_terracotta","#4C7F99","5013401"
"minecraft:cyan_shulker_box","#4C7F99","5013401"
"minecraft:cyan_stained_glass","#4C7F99","5013401"
"minecraft:cyan_stained_glass_pane","#000000","0"
"minecraft:cyan_terracotta","#575C5C","5725276"
"minecraft:cyan_wall_banner","#8F7748","9402184"
"minecraft:cyan_wool","#4C7F99","5013401"
"minecraft:damaged_anvil","#A7A7A7","10987431"
"minecraft:dandelion","#007C00","31744"
"minecraft:dark_oak_button","#000000","0"
"minecraft:dark_oak_door","#664C33","6704179"
"minecraft:dark_oak_fence","#664C33","6704179"
"minecraft:dark_oak_fence_gate","#664C33","6704179"
"minecraft:dark_oak_leaves","#007C00","31744"
"minecraft:dark_oak_log","#664C33","6704179"
"minecraft:dark_oak_planks","#664C33","6704179"
"minecraft:dark_oak_pressure_plate","#664C33","6704179"
"minecraft:dark_oak_sapling","#007C00","31744"
"minecraft:dark_oak_sign","#664C33","6704179"
"minecraft:dark_oak_slab","#664C33","6704179"
"minecraft:dark_oak_stairs","#664C33","6704179"
"minecraft:dark_oak_trapdoor","#664C33","6704179"
"minecraft:dark_oak_wall_sign","#664C33","6704179"
"minecraft:dark_oak_wood","#664C33","6704179"
"minecraft:dark_prismarine","#5CDBD5","6085589"
"minecraft:dark_prismarine_slab","#5CDBD5","6085589"
"minecraft:dark_prismarine_stairs","#5CDBD5","6085589"
"minecraft:daylight_detector","#8F7748","9402184"
"minecraft:dead_brain_coral","#4C4C4C","5000268"
"minecraft:dead_brain_coral_block","#4C4C4C","5000268"
"minecraft:dead_brain_coral_fan","#4C4C4C","5000268"
"minecraft:dead_brain_coral_wall_fan","#4C4C4C","5000268"
"minecraft:dead_bubble_coral","#4C4C4C","5000268"
"minecraft:dead_bubble_coral_block","#4C4C4C","5000268"
"minecraft:dead_bubble_coral_fan","#4C4C4C","5000268"
"minecraft:dead_bubble_coral_wall_fan","#4C4C4C","5000268"
"minecraft:dead_bush","#8F7748","9402184"
"minecraft:dead_fire_coral","#4C4C4C","5000268"
"minecraft:dead_fire_coral_block","#4C4C4C","5000268"
"minecraft:dead_fire_coral_fan","#4C4C4C","5000268"
"minecraft:dead_fire_coral_wall_fan","#4C4C4C","5000268"
"minecraft:dead_horn_coral","#4C4C4C","5000268"
"minecraft:dead_horn_coral_block","#4C4C4C","5000268"
"minecraft:dead_horn_coral_fan","#4C4C4C","5000268"
"minecraft:dead_horn_coral_wall_fan","#4C4C4C","5000268"
"minecraft:dead_tube_coral","#4C4C4C","5000268"
"minecraft:dead_tube_coral_block","#4C4C4C","5000268"
"minecraft:dead_tube_coral_fan","#4C4C4C","5000268"
"minecraft:dead_tube_coral_wall_fan","#4C4C4C","5000268"
"minecraft:deepslate","#646464","6579300"
"minecraft:deepslate_brick_slab","#646464","6579300"
"minecraft:deepslate_brick_stairs","#646464","6579300"
"minecraft:deepslate_brick_wall","#646464","6579300"
"minecraft:deepslate_bricks","#646464","6579300"
"minecraft:deepslate_coal_ore","#646464","6579300"
"minecraft:deepslate_copper_ore","#646464","6579300"
"minecraft:deepslate_diamond_ore","#646464","6579300"
"minecraft:deepslate_emerald_ore","#646464","6579300"
"minecraft:deepslate_gold_ore","#646464","6579300"
"minecraft:deepslate_iron_ore","#646464","6579300"
"minecraft:deepslate_lapis_ore","#646464","6579300"
"minecraft:deepslate_redstone_ore","#646464","6579300"
"minecraft:deepslate_tile_slab","#646464","6579300"
"minecraft:deepslate_tile_stairs","#646464","6579300"
"minecraft:deepslate_tile_wall","#646464","6579300"
"minecraft:deepslate_tiles","#646464","6579300"
"minecraft:detector_rail","#000000","0"
"minecraft:diamond_block","#5CDBD5","6085589"
"minecraft:diamond_ore","#707070","7368816"
"minecraft:diorite","#FFFCF5","16776437"
"minecraft:diorite_slab","#FFFCF5","16776437"
"minecraft:diorite_stairs","#FFFCF5","16776437"
"minecraft:diorite_wall","#FFFCF5","16776437"
"minecraft:dirt","#976D4D","9923917"
"minecraft:dirt_path","#976D4D","9923917"
"minecraft:dispenser","#707070","7368816"
"minecraft:dragon_egg","#191919","1644825"
"minecraft:dragon_head","#000000","0"
"minecraft:dragon_wall_head","#000000","0"
"minecraft:dried_kelp_block","#667F33","6717235"
"minecraft:dripstone_block","#4C3223","4993571"
"minecraft:dropper","#707070","7368816"
"minecraft:emerald_block","#00D93A","55610"
"minecraft:emerald_ore","#707070","7368816"
"minecraft:enchanting_table","#993333","10040115"
"minecraft:end_gateway","#191919","1644825"
"minecraft:end_portal","#191919","1644825"
"minecraft:end_portal_frame","#667F33","6717235"
"minecraft:end_rod","#000000","0"
"minecraft:end_stone","#F7E9A3","16247203"
"minecraft:end_stone_brick_slab","#F7E9A3","16247203"
"minecraft:end_stone_brick_stairs","#F7E9A3","16247203"
"minecraft:end_stone_brick_wall","#F7E9A3","16247203"
"minecraft:end_stone_bricks","#F7E9A3","16247203"
"minecraft:ender_chest","#707070","7368816"
"minecraft:exposed_copper","#876B62","8874850"
"minecraft:exposed_cut_copper","#876B62","8874850"
"minecraft:exposed_cut_copper_slab","#876B62","8874850"
"minecraft:exposed_cut_copper_stairs","#876B62","8874850"
"minecraft:farmland","#976D4D","9923917"
"minecraft:fern","#007C00","31744"
"minecraft:fire","#FF0000","16711680"
"minecraft:fire_coral","#993333","10040115"
"minecraft:fire_coral_block","#993333","10040115"
"minecraft:fire_coral_fan","#993333","10040115"
"minecraft:fire_coral_wall_fan","#993333","10040115"
"minecraft:fletching_table","#8F7748","9402184"
"minecraft:flower_pot","#000000","0"
"minecraft:flowering_azalea","#007C00","31744"
"minecraft:flowering_azalea_leaves","#007C00","31744"
"minecraft:frogspawn","#4040FF","4210943"
"minecraft:frosted_ice","#A0A0FF","10526975"
"minecraft:furnace","#707070","7368816"
"minecraft:gilded_blackstone","#191919","1644825"
"minecraft:glass","#000000","0"
"minecraft:glass_pane","#000000","0"
"minecraft:glow_lichen","#7FA796","8365974"
"minecraft:glowstone","#F7E9A3","16247203"
"minecraft:gold_block","#FAEE4D","16445005"
"minecraft:gold_ore","#707070","7368816"
"minecraft:granite","#976D4D","9923917"
"minecraft:granite_slab","#976D4D","9923917"
"minecraft:granite_stairs","#976D4D","9923917"
"minecraft:granite_wall","#976D4D","9923917"
"minecraft:grass","#007C00","31744"
"minecraft:grass_block","#7FB238","8368696"
"minecraft:gravel","#707070","7368816"
"minecraft:gray_banner","#8F7748","9402184"
"minecraft:gray_bed","#4C4C4C","5000268"
"minecraft:gray_candle","#4C4C4C","5000268"
"minecraft:gray_candle_cake","#000000","0"
"minecraft:gray_carpet","#4C4C4C","5000268"
"minecraft:gray_concrete","#4C4C4C","5000268"
"minecraft:gray_concrete_powder","#4C4C4C","5000268"
"minecraft:gray_glazed_terracotta","#4C4C4C","5000268"
"minecraft:gray_shulker_box","#4C4C4C","5000268"
"minecraft:gray_stained_glass","#4C4C4C","5000268"
"minecraft:gray_stained_glass_pane","#000000","0"
"minecraft:gray_terracotta","#392923","3746083"
"minecraft:gray_wall_banner","#8F7748","9402184"
"minecraft:gray_wool","#4C4C4C","5000268"
"minecraft:green_banner","#8F7748","9402184"
"minecraft:green_bed","#667F33","6717235"
"minecraft:green_candle","#667F33","6717235"
"minecraft:green_candle_cake","#000000","0"
"minecraft:green_carpet","#667F33","6717235"
"minecraft:green_concrete","#667F33","6717235"
"minecraft:green_concrete_powder","#667F33","6717235"
"minecraft:green_glazed_terracotta","#667F33","6717235"
"minecraft:green_shulker_box","#667F33","6717235"
"minecraft:green_stained_glass","#667F33","6717235"
"minecraft:green_stained_glass_pane","#000000","0"
"minecraft:green_terracotta","#4C522A","5001770"
"minecraft:green_wall_banner","#8F7748","9402184"
"minecraft:green_wool","#667F33","6717235"
"minecraft:grindstone","#A7A7A7","10987431"
"minecraft:hanging_roots","#976D4D","9923917"
"minecraft:hay_block","#E5E533","15066419"
"minecraft:heavy_weighted_pressure_plate","#A7A7A7","10987431"
"minecraft:honey_block","#D87F33","14188339"
"minecraft:honeycomb_block","#D87F33","14188339"
"minecraft:hopper","#707070","7368816"
"minecraft:horn_coral","#E5E533","15066419"
"minecraft:horn_coral_block","#E5E533","15066419"
"minecraft:horn_coral_fan","#E5E533","15066419"
"minecraft:horn_coral_wall_fan","#E5E533","15066419"
"minecraft:ice","#A0A0FF","10526975"
"minecraft:infested_chiseled_stone_bricks","#A4A8B8","10791096"
"minecraft:infested_cobblestone","#A4A8B8","10791096"
"minecraft:infested_cracked_stone_bricks","#A4A8B8","10791096"
"minecraft:infested_deepslate","#646464","6579300"
"minecraft:infested_mossy_stone_bricks","#A4A8B8","10791096"
"minecraft:infested_stone","#A4A8B8","10791096"
"minecraft:infested_stone_bricks","#A4A8B8","10791096"
"minecraft:iron_bars","#000000","0"
"minecraft:iron_block","#A7A7A7","10987431"
"minecraft:iron_door","#A7A7A7","10987431"
"minecraft:iron_ore","#707070","7368816"
"minecraft:iron_trapdoor","#A7A7A7","10987431"
"minecraft:jack_o_lantern","#D87F33","14188339"
"minecraft:jigsaw","#999999","10066329"
"minecraft:jukebox","#976D4D","9923917"
"minecraft:jungle_button","#000000","0"
"minecraft:jungle_door","#976D4D","9923917"
"minecraft:jungle_fence","#976D4D","9923917"
"minecraft:jungle_fence_gate","#976D4D","9923917"
"minecraft:jungle_leaves","#007C00","31744"
"minecraft:jungle_log","#976D4D","9923917"
"minecraft:jungle_planks","#976D4D","9923917"
"minecraft:jungle_pressure_plate","#976D4D","9923917"
"minecraft:jungle_sapling","#007C00","31744"
"minecraft:jungle_sign","#976D4D","9923917"
"minecraft:jungle_slab","#976D4D","9923917"
"minecraft:jungle_stairs","#976D4D","9923917"
"minecraft:jungle_trapdoor","#976D4D","9923917"
"minecraft:jungle_wall_sign","#976D4D","9923917"
"minecraft:jungle_wood","#976D4D","9923917"
"minecraft:kelp","#4040FF","4210943"
"minecraft:kelp_plant","#4040FF","4210943"
"minecraft:ladder","#000000","0"
"minecraft:lantern","#A7A7A7","10987431"
"minecraft:lapis_block","#4A80FF","4882687"
"minecraft:lapis_ore","#707070","7368816"
"minecraft:large_amethyst_bud","#7F3FB2","8339378"
"minecraft:large_fern","#007C00","31744"
"minecraft:lava","#FF0000","16711680"
"minecraft:lava_cauldron","#707070","7368816"
"minecraft:lectern","#8F7748","9402184"
"minecraft:lever","#000000","0"
"minecraft:light","#000000","0"
"minecraft:light_blue_banner","#8F7748","9402184"
"minecraft:light_blue_bed","#6699D8","6724056"
"minecraft:light_blue_candle","#6699D8","6724056"
"minecraft:light_blue_candle_cake","#000000","0"
"minecraft:light_blue_carpet","#6699D8","6724056"
"minecraft:light_blue_concrete","#6699D8","6724056"
"minecraft:light_blue_concrete_powder","#6699D8","6724056"
"minecraft:light_blue_glazed_terracotta","#6699D8","6724056"
"minecraft:light_blue_shulker_box","#6699D8","6724056"
"minecraft:light_blue_stained_glass","#6699D8","6724056"
"minecraft:light_blue_stained_glass_pane","#000000","0"
"minecraft:light_blue_terracotta","#706C8A","7367818"
"minecraft:light_blue_wall_banner","#8F7748","9402184"
"minecraft:light_blue_wool","#6699D8","6724056"
"minecraft:light_gray_banner","#8F7748","9402184"
"minecraft:light_gray_bed","#999999","10066329"
"minecraft:light_gray_candle","#999999","10066329"
"minecraft:light_gray_candle_cake","#000000","0"
"minecraft:light_gray_carpet","#999999","10066329"
"minecraft:light_gray_concrete","#999999","10066329"
"minecraft:light_gray_concrete_powder","#999999","10066329"
"minecraft:light_gray_glazed_terracotta","#999999","10066329"
"minecraft:light_gray_shulker_box","#999999","10066329"
"minecraft:light_gray_stained_glass","#999999","10066329"
"minecraft:light_gray_stained_glass_pane","#000000","0"
"minecraft:light_gray_terracotta","#876B62","8874850"
"minecraft:light_gray_wall_banner","#8F7748","9402184"
"minecraft:light_gray_wool","#999999","10066329"
"minecraft:light_weighted_pressure_plate","#FAEE4D","16445005"
"minecraft:lightning_rod","#D87F33","14188339"
"minecraft:lilac","#007C00","31744"
"minecraft:lily_of_the_valley","#007C00","31744"
"minecraft:lily_pad","#007C00","31744"
"minecraft:lime_banner","#8F7748","9402184"
"minecraft:lime_bed","#7FCC19","8375321"
"minecraft:lime_candle","#7FCC19","8375321"
"minecraft:lime_candle_cake","#000000","0"
"minecraft:lime_carpet","#7FCC19","8375321"
"minecraft:lime_concrete","#7FCC19","8375321"
"minecraft:lime_concrete_powder","#7FCC19","8375321"
"minecraft:lime_glazed_terracotta","#7FCC19","8375321"
"minecraft:lime_shulker_box","#7FCC19","8375321"
"minecraft:lime_stained_glass","#7FCC19","8375321"
"minecraft:lime_stained_glass_pane","#000000","0"
"minecraft:lime_terracotta","#677535","6780213"
"minecraft:lime_wall_banner","#8F7748","9402184"
"minecraft:lime_wool","#7FCC19","8375321"
"minecraft:lodestone","#A7A7A7","10987431"
"minecraft:loom","#8F7748","9402184"
"minecraft:magenta_banner","#8F7748","9402184"
"minecraft:magenta_bed","#B24CD8","11685080"
"minecraft:magenta_candle","#B24CD8","11685080"
"minecraft:magenta_candle_cake","#000000","0"
"minecraft:magenta_carpet","#B24CD8","11685080"
"minecraft:magenta_concrete","#B24CD8","11685080"
"minecraft:magenta_concrete_powder","#B24CD8","11685080"
"minecraft:magenta_glazed_terracotta","#B24CD8","11685080"
"minecraft:magenta_shulker_box","#B24CD8","11685080"
"minecraft:magenta_stained_glass","#B24CD8","11685080"
"minecraft:magenta_stained_glass_pane","#000000","0"
"minecraft:magenta_terracotta","#95576C","9787244"
"minecraft:magenta_wall_banner","#8F7748","9402184"
"minecraft:magenta_wool","#B24CD8","11685080"
"minecraft:magma_block","#700200","7340544"
"minecraft:mangrove_button","#000000","0"
"minecraft:mangrove_door","#993333","10040115"
"minecraft:mangrove_fence","#993333","10040115"
"minecraft:mangrove_fence_gate","#993333","10040115"
"minecraft:mangrove_leaves","#007C00","31744"
"minecraft:mangrove_log","#993333","10040115"
"minecraft:mangrove_planks","#993333","10040115"
"minecraft:mangrove_pressure_plate","#993333","10040115"
"minecraft:mangrove_propagule","#007C00","31744"
"minecraft:mangrove_roots","#815631","8476209"
"minecraft:mangrove_sign","#993333","10040115"
"minecraft:mangrove_slab","#993333","10040115"
"minecraft:mangrove_stairs","#993333","10040115"
